rating,company_name,job_title,salary,salaries_reported,location,employment_status,job_roles,salary_currency,salary_usd
3.8,Wipro,Python,800000,1,Hyderabad,Full Time,Python,INR,9600.0
4.1,Fresher,Python,180000,1,Hyderabad,Full Time,Python,INR,2160.0
3.6,Wells Fargo,Python,336000,1,Hyderabad,Full Time,Python,INR,4032.0
3.8,Naukri.com,Python,288000,1,Hyderabad,Full Time,Python,INR,3456.0
4.0,Unemployed Help Centre,Python,120000,1,Hyderabad,Full Time,Python,INR,1440.0
4.5,FresherEngineers.com,Python,200000,1,Hyderabad,Full Time,Python,INR,2400.0
4.4,Tanla Platforms,Python,500000,1,Hyderabad,Full Time,Python,INR,6000.0
4.1,Cogent Data Solutions,Python,200000,1,Hyderabad,Full Time,Python,INR,2400.0
4.5,Moonstone Infotech,Python,300000,1,Hyderabad,Full Time,Python,INR,3600.0
4.1,Melvault,Python,600000,1,Hyderabad,Full Time,Python,INR,7200.0
4.2,Aptagrim Consulting,Python,132000,1,Hyderabad,Full Time,Python,INR,1584.0
4.1,Micropyramid Informatics,Python,400000,1,Hyderabad,Full Time,Python,INR,4800.0
4.4,Venkatesh Consulting,Python,348000,1,Hyderabad,Full Time,Python,INR,4176.0
4.0,Marks Technosystems,Python,400000,1,Hyderabad,Full Time,Python,INR,4800.0
4.5,Django,Python,960000,1,Hyderabad,Intern,Python,INR,11520.0
4.0,Seymour Systems,Python,500000,1,Hyderabad,Full Time,Python,INR,6000.0
4.1,Aodh Intelligence,Python,200000,1,Hyderabad,Full Time,Python,INR,2400.0
3.9,ILead Tax,Python,500000,1,Hyderabad,Full Time,Python,INR,6000.0
4.1,Ondas Technologies,Python,400000,1,Hyderabad,Full Time,Python,INR,4800.0
4.1,Tiruven Info Tech Software Solutions,Python,684000,1,Hyderabad,Full Time,Python,INR,8208.0
2.0,Jama (India),Python,120000,1,Hyderabad,Intern,Python,INR,1440.0
3.0,Gridlex Service,Python,1000000,1,Hyderabad,Full Time,Python,INR,12000.0
4.1,varada software solutions,Python,600000,1,Hyderabad,Full Time,Python,INR,7200.0
3.3,Infosys,Python,600000,1,Hyderabad,Full Time,Python,INR,7200.0
3.9,Oracle,Python,800000,1,Hyderabad,Full Time,Python,INR,9600.0
4.1,First Student,Python,300000,1,Hyderabad,Full Time,Python,INR,3600.0
2.6,DQ Entertainment,Python,240000,1,Hyderabad,Full Time,Python,INR,2880.0
4.6,Planful,Python,400000,1,Hyderabad,Contractor,Python,INR,4800.0
3.7,OpsRamp,Python,400000,1,Hyderabad,Full Time,Python,INR,4800.0
3.9,Techstar Consulting,Python,252000,1,Hyderabad,Full Time,Python,INR,3024.0
3.1,KTree,Python,300000,1,Hyderabad,Full Time,Python,INR,3600.0
4.0,Naresh i Technologies,Python,120000,1,Hyderabad,Full Time,Python,INR,1440.0
3.6,Revathi Equipment,Python,756000,1,Hyderabad,Full Time,Python,INR,9072.0
3.7,Brihaspathi Technologies,Python,204000,1,Hyderabad,Full Time,Python,INR,2448.0
4.1,Vandemataram Foundation,Python,400000,1,Hyderabad,Full Time,Python,INR,4800.0
3.8,Capgemini,Python,500000,1,Hyderabad,Full Time,Python,INR,6000.0
3.8,Anonymous,Python,396000,1,Hyderabad,Full Time,Python,INR,4752.0
3.3,Infosys,Python,564000,1,Hyderabad,Full Time,Python,INR,6768.0
3.5,GVS Group,Python,1500000,1,Hyderabad,Full Time,Python,INR,18000.0
4.1,NEDURI SRINIVAS,Python,300000,1,Hyderabad,Full Time,Python,INR,3600.0
4.1,Fresher,Python,180000,1,Hyderabad,Full Time,Python,INR,2160.0
4.1,Fresher,Python,168000,1,Hyderabad,Intern,Python,INR,2016.0
4.2,Freelancer,Python,400000,1,Hyderabad,Full Time,Python,INR,4800.0
4.0,DONE by NONE,Python,120000,1,Hyderabad,Intern,Python,INR,1440.0
4.3,Mantra Technologies (India),Python,288000,1,Hyderabad,Full Time,Python,INR,3456.0
3.9,Tata Consultancy Services,Python,500000,1,Hyderabad,Full Time,Python,INR,6000.0
3.7,BYJU'S,Python Full Stack Developer - Contractor,600000,1,Hyderabad,Contractor,Python,INR,7200.0
4.1,Fresher,Python,600000,1,Hyderabad,Full Time,Python,INR,7200.0
4.6,Teamware Solutions,Python,168000,1,Hyderabad,Full Time,Python,INR,2016.0
3.9,Idoow,Python,300000,1,Hyderabad,Full Time,Python,INR,3600.0
3.5,Next Click Info Solutions,Python,800000,1,Hyderabad,Full Time,Python,INR,9600.0
4.1,First Student,Python,600000,1,Hyderabad,Full Time,Python,INR,7200.0
4.1,Software Developers,Python,336000,1,Hyderabad,Full Time,Python,INR,4032.0
4.1,Ancdfan,Python,400000,1,Hyderabad,Full Time,Python,INR,4800.0
4.1,TravalsIndia,Python,600000,1,Hyderabad,Full Time,Python,INR,7200.0
4.0,Fresherworld.com,Python,200000,1,Hyderabad,Full Time,Python,INR,2400.0
3.9,Innominds Software,Python,1300000,1,Hyderabad,Full Time,Python,INR,15600.0
3.6,Hetero,Python,400000,1,Hyderabad,Full Time,Python,INR,4800.0
4.0,nextsteps,Python,144000,1,Hyderabad,Intern,Python,INR,1728.0
5.0,Sage Digital,Python,800000,1,Hyderabad,Full Time,Python,INR,9600.0
4.2,null (India),Python,200000,1,Hyderabad,Full Time,Python,INR,2400.0
2.6,Yagna Technologies,Python,144000,1,Hyderabad,Full Time,Python,INR,1728.0
3.0,A Plus Topper,Python,200000,1,Hyderabad,Full Time,Python,INR,2400.0
3.7,SUN Techno,Python,120000,1,Hyderabad,Full Time,Python,INR,1440.0
4.1,Accenture,Python,1100000,1,Hyderabad,Full Time,SDE,INR,13200.0
3.2,Zymergen,Python,1600000,1,Hyderabad,Full Time,Python,INR,19200.0
3.9,Tata Consultancy Services,Python,400000,1,Hyderabad,Full Time,Python,INR,4800.0
4.0,Rehlat,Python,400000,1,Hyderabad,Full Time,Python,INR,4800.0
3.7,JNTU College,Python,200000,1,Hyderabad,Intern,Python,INR,2400.0
3.9,Tata Consultancy Services,Python,600000,1,Hyderabad,Full Time,Python,INR,7200.0
4.0,Mindtree,Python,600000,1,Hyderabad,Full Time,Python,INR,7200.0
5.0,Jet Software Solutions,Python,400000,1,Hyderabad,Full Time,Python,INR,4800.0
4.3,Fresher,Back-End Developer (Python Django),400000,1,Hyderabad,Full Time,Python,INR,4800.0
4.3,Kairos Technologies,Python,200000,1,Hyderabad,Full Time,Python,INR,2400.0
4.4,FreshersLive,Software Developer - Python(Fresher),396000,1,Hyderabad,Full Time,SDE,INR,4752.0
4.7,PythonAnywhere,Software Developer - Python(Fresher),288000,1,Hyderabad,Full Time,SDE,INR,3456.0
3.8,Cognizant Technology Solutions,Python,528000,1,Hyderabad,Full Time,Python,INR,6336.0
4.2,null (India),Python,396000,1,Hyderabad,Trainee,Python,INR,4752.0
4.3,Golden Sun Technology,Python,180000,1,Hyderabad,Trainee,Python,INR,2160.0
4.1,GG Cloud Technologies,Python,228000,1,Hyderabad,Trainee,Python,INR,2736.0
5.0,IndiaTrainings,Python,400000,1,Hyderabad,Full Time,Python,INR,4800.0
4.0,Deloitte,Python,700000,1,Hyderabad,Full Time,Python,INR,8400.0
3.3,Infosys,Python,288000,1,Hyderabad,Full Time,Python,INR,3456.0
4.0,Freshers.com,Python,168000,1,Hyderabad,Full Time,Python,INR,2016.0
3.9,The Others,Python,240000,1,Hyderabad,Full Time,Python,INR,2880.0
4.8,Python Software Foundation,Python,288000,1,Hyderabad,Full Time,Python,INR,3456.0
4.2,Pantech Solutions,Python,200000,1,Hyderabad,Full Time,Python,INR,2400.0
4.1,First Student,Python Fresher,240000,1,Hyderabad,Full Time,Python,INR,2880.0
3.7,HCL Technologies,Python,1600000,1,Hyderabad,Full Time,Python,INR,19200.0
4.1,Mahalaxmi Industries,Python,300000,1,Hyderabad,Full Time,SDE,INR,3600.0
5.0,Zapiot Technologies,Python,400000,1,Hyderabad,Full Time,SDE,INR,4800.0
4.5,Homeflic Wegrow,Python,1239744,1,Hyderabad,Full Time,Python,INR,14876.928
4.5,FresherEngineers.com,Python Test Engineer,228000,1,Hyderabad,Full Time,Python,INR,2736.0
4.9,Datalysys,Python,400000,1,Hyderabad,Full Time,Python,INR,4800.0
4.1,Innvectra Info Solutions,Python,800000,1,Hyderabad,Full Time,Python,INR,9600.0
3.3,PUJA DENTAL GROUP,Python,216000,1,Hyderabad,Full Time,Python,INR,2592.0
4.1,IBM,Python,700000,1,Hyderabad,Full Time,Python,INR,8400.0
4.0,The Sparks Foundation,Python,400000,1,Hyderabad,Full Time,Java,INR,4800.0
4.4,Microsoft,Python,936000,1,Hyderabad,Full Time,Python,INR,11232.0
4.1,Shell,Software Development Engineer,156000,1,Bangalore,Full Time,SDE,INR,1872.0
4.3,314e,Software Development Engineer,180000,1,Bangalore,Full Time,SDE,INR,2160.0
4.1,Flipkart,Software Development Engineer (Sde),228000,2,Bangalore,Full Time,SDE,INR,2736.0
3.1,Conduent,Software Development Engineer,300000,1,Bangalore,Full Time,SDE,INR,3600.0
4.9,MMACH Design,Software Development Engineer,500000,1,Bangalore,Full Time,SDE,INR,6000.0
3.4,JB Boda & Company,Software Development Engineer,840000,1,Bangalore,Contractor,SDE,INR,10080.0
4.3,Intel Corporation,Software Development Engineer,1200000,1,Bangalore,Full Time,SDE,INR,14400.0
4.3,Jupiter Money,Software Development Engineer,1200000,1,Bangalore,Full Time,SDE,INR,14400.0
4.0,FireEye,Software Development Engineer,1700000,1,Bangalore,Full Time,SDE,INR,20400.0
3.7,Headrun Technologies,Software Development Engineer - I,200000,1,Bangalore,Intern,SDE,INR,2400.0
4.2,MakeMyTrip,Software Development Engineer,996000,4,Bangalore,Full Time,SDE,INR,11952.0
4.1,PayPal,Software Development Engineer,624000,4,Bangalore,Full Time,SDE,INR,7488.0
4.0,Goldman Sachs,Software Development Engineer - I,996000,4,Bangalore,Intern,SDE,INR,11952.0
3.8,Amazon,Software Development Engineer,960000,3,Bangalore,Full Time,SDE,INR,11520.0
4.0,Cyware,Software Development Engineer In Test,1092000,3,Bangalore,Full Time,SDE,INR,13104.0
3.9,Quinbay,Software Development Engineer (Sde),800000,8,Bangalore,Full Time,SDE,INR,9600.0
3.9,Publicis Sapient,Software Development Engineer (Sde),700000,7,Bangalore,Full Time,SDE,INR,8400.0
4.4,SAP,Software Development Engineer In Test,1000000,4,Bangalore,Full Time,SDE,INR,12000.0
3.6,Micro Focus,Software Development Engineer (Sde),800000,3,Bangalore,Full Time,SDE,INR,9600.0
3.8,Arvind,Software Development Engineer,400000,7,Bangalore,Full Time,SDE,INR,4800.0
4.7,TestVagrant,Software Development Engineer In Test,800000,5,Bangalore,Full Time,SDE,INR,9600.0
3.8,MediBuddy,Software Development Engineer I,1000000,4,Bangalore,Full Time,SDE,INR,12000.0
3.8,MediBuddy,Software Development Engineer,1000000,3,Bangalore,Full Time,SDE,INR,12000.0
3.7,Target,Software Development Engineer,1000000,3,Bangalore,Full Time,SDE,INR,12000.0
4.3,Nineleaps Technology Solutions,Software Development Engineer In Test,400000,3,Bangalore,Full Time,SDE,INR,4800.0
3.9,NextGen Healthcare,Software Development Engineer In Test,700000,3,Bangalore,Full Time,SDE,INR,8400.0
3.7,OneDirect (India),Software Development Engineer (Sde),1000000,3,Bangalore,Full Time,SDE,INR,12000.0
3.8,XYZ,Software Development Engineer (Sde),200000,6,Bangalore,Full Time,SDE,INR,2400.0
3.4,OYO,Software Development Engineer (Sde),300000,14,Bangalore,Full Time,SDE,INR,3600.0
4.2,Licious,Software Development Engineer I,800000,4,Bangalore,Full Time,SDE,INR,9600.0
4.3,Cisco Systems,Software Development Engineer I,200000,7,Bangalore,Full Time,SDE,INR,2400.0
4.5,Attivo Networks,Software Development Engineer In Test,400000,6,Bangalore,Full Time,SDE,INR,4800.0
4.4,Jumbotail,Software Development Engineer (Sde),800000,3,Bangalore,Full Time,SDE,INR,9600.0
4.2,Juniper Networks,Software Development Engineer,200000,3,Bangalore,Full Time,SDE,INR,2400.0
4.3,SonicWall,Software Development Engineer,1000000,3,Bangalore,Full Time,SDE,INR,12000.0
4.1,Hewlett Packard Enterprise | HPE,Software Development Engineer (Sde),900000,6,Bangalore,Full Time,SDE,INR,10800.0
3.2,Verifone,Software Development Engineer I,700000,5,Bangalore,Full Time,SDE,INR,8400.0
4.5,ZestMoney,Software Development Engineer I,1000000,3,Bangalore,Full Time,SDE,INR,12000.0
4.3,Altair Engineering,Software Development Engineer,600000,3,Bangalore,Full Time,SDE,INR,7200.0
3.9,Oracle,Software Development Engineer (Sde),200000,18,Bangalore,Full Time,SDE,INR,2400.0
3.3,Ola,Software Development Engineer In Test,500000,9,Bangalore,Full Time,SDE,INR,6000.0
4.6,Increff,Software Development Engineer (Sde1),1000000,3,Bangalore,Full Time,SDE,INR,12000.0
3.7,Trellix,Software Development Engineer (Sde),900000,4,Bangalore,Full Time,SDE,INR,10800.0
4.7,TestVagrant,Software Development Engineer In Test,400000,16,Bangalore,Full Time,SDE,INR,4800.0
3.3,Ola,Software Development Engineer In Test,200000,8,Bangalore,Full Time,SDE,INR,2400.0
3.9,Publicis Sapient,Software Development Engineer,300000,7,Bangalore,Full Time,SDE,INR,3600.0
4.3,Datami,Software Development Engineer (Sde),900000,3,Bangalore,Full Time,SDE,INR,10800.0
3.9,HARMAN,Senior Software Development Engineer,900000,8,Bangalore,Full Time,SDE,INR,10800.0
3.7,McAfee,Software Development Engineer (Sde),200000,21,Bangalore,Full Time,SDE,INR,2400.0
3.8,Signify,Software Development Engineer,800000,10,Bangalore,Full Time,SDE,INR,9600.0
4.4,Fisdom,Software Development Engineer (Sde),800000,3,Bangalore,Full Time,SDE,INR,9600.0
2.7,Khosla Labs,Software Development Engineer,1000000,2,Bangalore,Full Time,SDE,INR,12000.0
4.3,Gojek,Software Development Engineer,1000000,1,Bangalore,Full Time,SDE,INR,12000.0
4.1,LeadSquared,Software Development Engineer,1000000,1,Bangalore,Full Time,SDE,INR,12000.0
5.0,AppBroda Tech,Software Development Engineer,1000000,1,Bangalore,Full Time,SDE,INR,12000.0
4.0,Arcesium,Software Development Engineer,1000000,1,Bangalore,Full Time,SDE,INR,12000.0
3.8,Supermarket Grocery Supplies,Software Development Engineer,1000000,1,Bangalore,Full Time,SDE,INR,12000.0
3.9,Shubham Housing Development Finance,Software Development Engineer - I,1000000,1,Bangalore,Intern,SDE,INR,12000.0
4.1,InViz AI Solutions,Software Development Engineer,1000000,1,Bangalore,Full Time,SDE,INR,12000.0
4.0,Motogo,Software Development Engineer,1000000,1,Bangalore,Full Time,SDE,INR,12000.0
4.1,NIT Patna,Software Development Engineer,1000000,1,Bangalore,Full Time,SDE,INR,12000.0
3.7,Jason's Deli,Software Development Engineer,1000000,1,Bangalore,Contractor,SDE,INR,12000.0
4.2,Indira Gandhi Delhi Technical University for Women,Software Development Engineer,1000000,1,Bangalore,Full Time,SDE,INR,12000.0
4.4,Tata CLiQ,Software Development Engineer I,1000000,2,Bangalore,Full Time,SDE,INR,12000.0
4.5,Betterhalf,Software Development Engineer,1000000,1,Bangalore,Full Time,SDE,INR,12000.0
4.0,Kk,Software Development Engineer,1000000,1,Bangalore,Full Time,SDE,INR,12000.0
3.4,Yatra Online Pvt Ltd,Software Development Engineer,1000000,1,Bangalore,Full Time,SDE,INR,12000.0
3.2,Riversand Technologies,Software Development Engineer,1000000,1,Bangalore,Full Time,SDE,INR,12000.0
4.2,Bharti Airtel,Software Development Engineer - I,1000000,1,Bangalore,Intern,SDE,INR,12000.0
4.5,Smartnumbers,Software Development Engineer,1000000,1,Bangalore,Full Time,SDE,INR,12000.0
4.5,Recro,Software Development Engineer,1000000,1,Bangalore,Full Time,SDE,INR,12000.0
3.8,Sarvesh Refractories,Software Development Engineer,1000000,1,Bangalore,Full Time,SDE,INR,12000.0
4.0,Synopsys,Software Development Engineer,1000000,1,Bangalore,Full Time,SDE,INR,12000.0
4.2,JMR Infotech,Software Development Engineer,1000000,1,Bangalore,Full Time,SDE,INR,12000.0
4.2,Chai Point,Software Development Engineer,1000000,1,Bangalore,Full Time,SDE,INR,12000.0
4.3,Anlage HRO Services,Software Development Engineer,1000000,1,Bangalore,Full Time,SDE,INR,12000.0
3.8,Epsilon,Software Development Engineer,1000000,1,Bangalore,Full Time,SDE,INR,12000.0
4.3,Dell Technologies,Software Development Engineer,1000000,1,Bangalore,Full Time,SDE,INR,12000.0
3.8,Bounce,Software Development Engineer,1000000,1,Bangalore,Full Time,SDE,INR,12000.0
3.1,Bombinate Technologies,Software Development Engineer,1000000,1,Bangalore,Full Time,SDE,INR,12000.0
4.0,prasoon joshi,Software Development Engineer,1000000,1,Bangalore,Full Time,SDE,INR,12000.0
3.0,Lido,Software Development Engineer,1000000,1,Bangalore,Full Time,SDE,INR,12000.0
3.7,Daily Rounds,Software Development Engineer I,1000000,2,Bangalore,Full Time,SDE,INR,12000.0
3.7,DataCore,Software Development Engineer I,1000000,2,Bangalore,Full Time,SDE,INR,12000.0
3.9,OLX People,Software Development Engineer (Sde),1000000,2,Bangalore,Full Time,SDE,INR,12000.0
3.7,Treebo Hotels,Software Development Engineer (Sde),1000000,2,Bangalore,Full Time,SDE,INR,12000.0
4.5,Willow Innovations,Software Development Engineer In Test,1000000,2,Bangalore,Full Time,SDE,INR,12000.0
4.5,Tescra,Software Development Engineer,1000000,2,Bangalore,Full Time,SDE,INR,12000.0
3.7,OneDirect (India),Software Development Engineer,1000000,2,Bangalore,Full Time,SDE,INR,12000.0
4.1,Via.com,Software Development Engineer,1000000,2,Bangalore,Full Time,SDE,INR,12000.0
3.6,Ittiam Systems,Software Development Engineer,1000000,2,Bangalore,Full Time,SDE,INR,12000.0
4.4,smallcase,Software Development Engineer (Sde),1000000,2,Bangalore,Full Time,SDE,INR,12000.0
4.4,McKinsey & Company,Software Development Engineer (Sde),1000000,2,Bangalore,Full Time,SDE,INR,12000.0
4.1,Arzooo,Software Development Engineer (Sde),1000000,2,Bangalore,Full Time,SDE,INR,12000.0
3.1,Time Inc. India,Senior Software Development Engineer,1000000,2,Bangalore,Full Time,SDE,INR,12000.0
4.3,Intel Corporation,Software Development Engineer In Test,1000000,2,Bangalore,Full Time,SDE,INR,12000.0
4.0,GE,Software Development Engineer,1000000,2,Bangalore,Full Time,SDE,INR,12000.0
4.0,Ericsson-Worldwide,Software Development Engineer,1000000,2,Bangalore,Full Time,SDE,INR,12000.0
4.5,LendingKart,Software Development Engineer I,1000000,2,Bangalore,Full Time,SDE,INR,12000.0
3.7,AMIT,Software Development Engineer (Sde),1000000,2,Bangalore,Full Time,SDE,INR,12000.0
3.8,ClearTax,Software Development Engineer,1000000,2,Bangalore,Full Time,SDE,INR,12000.0
4.3,HashedIn by Deloitte,Software Development Engineer I,1000000,2,Bangalore,Full Time,SDE,INR,12000.0
3.5,Amazon Prime Now,Software Development Engineer (Sde),1000000,2,Bangalore,Full Time,SDE,INR,12000.0
2.8,Hypersonix (CA),Software Development Engineer (Sde),1000000,2,Bangalore,Full Time,SDE,INR,12000.0
4.3,Intelliswift,Software Development Engineer In Test,1000000,2,Bangalore,Full Time,SDE,INR,12000.0
4.0,GlobalLogic,Software Development Engineer In Test,1000000,2,Bangalore,Full Time,SDE,INR,12000.0
3.7,abcd,Software Development Engineer (Sde) Ii,1000000,2,Bangalore,Full Time,SDE,INR,12000.0
4.5,Recro,Software Development Engineer (Sde) Ii,1000000,2,Bangalore,Full Time,SDE,INR,12000.0
4.7,Springworks,Software Development Engineer (Sde) Ii,1000000,2,Bangalore,Full Time,SDE,INR,12000.0
4.1,Myntra,Software Development Engineer In Test,1000000,2,Bangalore,Full Time,SDE,INR,12000.0
4.1,Persistent Systems,Software Development Engineer In Test,1000000,2,Bangalore,Full Time,SDE,INR,12000.0
3.2,Rakuten,Software Development Engineer,1000000,2,Bangalore,Full Time,SDE,INR,12000.0
4.4,Rapyuta Robotics,Software Development Engineer I,1000000,2,Bangalore,Full Time,SDE,INR,12000.0
4.3,Cisco Systems,Software Development Engineer In Test,1000000,2,Bangalore,Full Time,SDE,INR,12000.0
4.1,Rubrik,Software Development Engineer In Test,1000000,2,Bangalore,Full Time,SDE,INR,12000.0
4.0,Deskfactors,Software Development Engineer - I,120000,1,Bangalore,Intern,SDE,INR,1440.0
4.7,Protrainy,Software Development Engineer - I,120000,1,Bangalore,Intern,SDE,INR,1440.0
4.8,Solruf,Software Development Engineer - I,120000,1,Bangalore,Intern,SDE,INR,1440.0
3.6,ABC News,Software Development Engineer,120000,1,Bangalore,Full Time,SDE,INR,1440.0
3.9,Tata Consultancy Services,Software Development Engineer - I,120000,1,Bangalore,Intern,SDE,INR,1440.0
4.0,Microhill Technologies,Software Development Engineer,120000,1,Bangalore,Full Time,SDE,INR,1440.0
4.1,Zunroof,Software Development Engineer - I,120000,1,Bangalore,Intern,SDE,INR,1440.0
4.5,Webknot Technologies,Software Development Engineer - I,120000,1,Bangalore,Intern,SDE,INR,1440.0
4.3,AltraDimension,Software Development Engineer - I,120000,1,Bangalore,Intern,SDE,INR,1440.0
3.3,Latent Talent Technologies,Software Development Engineer,120000,1,Bangalore,Full Time,SDE,INR,1440.0
4.0,Parallel Reality,Software Development Engineer - I,120000,1,Bangalore,Intern,SDE,INR,1440.0
4.0,ThoughtSpot,Software Development Engineer - I,120000,1,Bangalore,Intern,SDE,INR,1440.0
3.9,KYC Hub,Software Development Engineer - I,120000,1,Bangalore,Intern,SDE,INR,1440.0
4.3,yellow.ai,Software Development Engineer - I,120000,2,Bangalore,Intern,SDE,INR,1440.0
4.0,Zeta Suite,Software Development Engineer (Sde) - Intern,120000,2,Bangalore,Intern,SDE,INR,1440.0
3.6,Trell,Software Development Engineer I,1000000,5,Bangalore,Full Time,SDE,INR,12000.0
4.3,Tally Solutions,Software Development Engineer I,1000000,5,Bangalore,Full Time,SDE,INR,12000.0
4.1,Lenskart Solutions,Software Development Engineer,600000,4,Bangalore,Full Time,SDE,INR,7200.0
4.3,Nineleaps Technology Solutions,Software Development Engineer I,900000,7,Bangalore,Full Time,SDE,INR,10800.0
4.3,HashedIn by Deloitte,Software Development Engineer (Sde) Ii,1100000,3,Bangalore,Full Time,SDE,INR,13200.0
4.3,Intel Corporation,It Software Development Engineer,1000000,3,Bangalore,Full Time,SDE,INR,12000.0
4.3,Fidelity Investments,Software Development Engineer,1000000,4,Bangalore,Full Time,SDE,INR,12000.0
3.7,McAfee,Software Development Engineer In Test,900000,13,Bangalore,Full Time,SDE,INR,10800.0
3.7,McAfee,Software Development Engineer In Test,1000000,6,Bangalore,Full Time,SDE,INR,12000.0
2.9,SDE,Software Development Engineer,1000000,3,Bangalore,Full Time,SDE,INR,12000.0
4.5,JUSPAY,Associate Software Development Engineer,800000,10,Bangalore,Full Time,SDE,INR,9600.0
3.5,Broadcom,Software Development Engineer,1100000,4,Bangalore,Full Time,SDE,INR,13200.0
3.4,Sandvine,Software Development Engineer,900000,3,Bangalore,Full Time,SDE,INR,10800.0
3.6,AJIO,Software Development Engineer (Sde),1000000,4,Bangalore,Full Time,SDE,INR,12000.0
4.3,Dell Technologies,Software Development Engineer I,700000,9,Bangalore,Full Time,SDE,INR,8400.0
3.7,Sixt,Software Development Engineer I,900000,4,Bangalore,Full Time,SDE,INR,10800.0
3.5,Broadcom,Engineer - Software Development,1000000,7,Bangalore,Full Time,SDE,INR,12000.0
3.7,Optum,Software Development Engineer (Sde),700000,6,Bangalore,Full Time,SDE,INR,8400.0
4.3,Fidelity Investments,Software Development Engineer (Sde),1000000,3,Bangalore,Full Time,SDE,INR,12000.0
4.3,Dell Technologies,Software Development Engineer In Test,1100000,4,Bangalore,Full Time,SDE,INR,13200.0
4.1,MiQ,Software Development Engineer,200000,3,Bangalore,Full Time,SDE,INR,2400.0
3.8,Thermo Fisher Scientific,Software Development Engineer,1000000,3,Bangalore,Full Time,SDE,INR,12000.0
3.9,Publicis Sapient,Associate Software Development Engineer,700000,7,Bangalore,Full Time,SDE,INR,8400.0
4.3,yellow.ai,Software Development Engineer (Sde),400000,7,Bangalore,Full Time,SDE,INR,4800.0
4.6,Increff,Software Development Engineer I,1100000,4,Bangalore,Full Time,SDE,INR,13200.0
4.3,Cisco Systems,Software Development Engineer (Sde),200000,17,Bangalore,Full Time,SDE,INR,2400.0
4.2,Apptio,Software Development Engineer (Sde1),1100000,3,Bangalore,Full Time,SDE,INR,13200.0
3.5,EagleView,Software Development Engineer I,800000,4,Bangalore,Full Time,SDE,INR,9600.0
3.9,Oracle,Software Development Engineer I,900000,3,Bangalore,Full Time,SDE,INR,10800.0
3.4,Giuseppe Zanotti,Software Development Engineer - I,1100000,1,Bangalore,Intern,SDE,INR,13200.0
3.1,Polycom,Software Development Engineer,1100000,1,Bangalore,Full Time,SDE,INR,13200.0
3.6,Furlenco,Software Development Engineer,1100000,1,Bangalore,Full Time,SDE,INR,13200.0
3.7,MPC,Software Development Engineer,1100000,1,Bangalore,Full Time,SDE,INR,13200.0
3.2,Sling Media,Software Development Engineer,1100000,1,Bangalore,Full Time,SDE,INR,13200.0
3.6,Toshiba,Software Development Engineer,1100000,1,Bangalore,Full Time,SDE,INR,13200.0
4.0,FireEye,Software Development Engineer - I,1100000,2,Bangalore,Intern,SDE,INR,13200.0
4.5,LendingKart,Software Development Engineer,1100000,2,Bangalore,Full Time,SDE,INR,13200.0
4.2,o9 Solutions,Software Development Engineer,1100000,2,Bangalore,Full Time,SDE,INR,13200.0
4.6,Social Frontier,Software Development Engineer,1100000,1,Bangalore,Full Time,SDE,INR,13200.0
4.4,Best Version Media,Software Development Engineer,1100000,1,Bangalore,Full Time,SDE,INR,13200.0
3.9,ABCDEF,Software Development Engineer,1100000,1,Bangalore,Full Time,SDE,INR,13200.0
4.4,Cradlepoint,Software Development Engineer,1100000,1,Bangalore,Full Time,SDE,INR,13200.0
3.1,ExxonMobil,Software Development Engineer,1100000,1,Bangalore,Full Time,SDE,INR,13200.0
4.2,Software AG,Software Development Engineer,1100000,1,Bangalore,Full Time,SDE,INR,13200.0
3.6,FusionCharts,Software Development Engineer,1100000,1,Bangalore,Full Time,SDE,INR,13200.0
4.3,Altimetrik,Software Development Engineer,1100000,1,Bangalore,Full Time,SDE,INR,13200.0
3.3,Phalita Solutions,Software Development Engineer,1100000,1,Bangalore,Full Time,SDE,INR,13200.0
3.9,ArcelorMittal,Software Development Engineer,1100000,1,Bangalore,Full Time,SDE,INR,13200.0
3.9,Micron Technology,Software Development Engineer,1100000,1,Bangalore,Full Time,SDE,INR,13200.0
3.4,GGS Information Services,Software Development Engineer,1100000,1,Bangalore,Full Time,SDE,INR,13200.0
4.2,Pramata,Software Development Engineer,1100000,1,Bangalore,Full Time,SDE,INR,13200.0
3.5,LSI,Software Development Engineer,1100000,1,Bangalore,Full Time,SDE,INR,13200.0
4.1,Echidna,Software Development Engineer,1100000,1,Bangalore,Full Time,SDE,INR,13200.0
4.7,Vyapar,Software Development Engineer,1100000,1,Bangalore,Full Time,SDE,INR,13200.0
3.8,Reflektive,Software Development Engineer,1100000,1,Bangalore,Full Time,SDE,INR,13200.0
4.4,Emplay,Software Development Engineer,1100000,1,Bangalore,Full Time,SDE,INR,13200.0
4.1,Draup,Software Development Engineer,1100000,1,Bangalore,Full Time,SDE,INR,13200.0
3.7,Mavenir,Software Development Engineer,1100000,1,Bangalore,Full Time,SDE,INR,13200.0
3.6,EdGe Networks,Software Development Engineer,1100000,1,Bangalore,Full Time,SDE,INR,13200.0
3.6,Fastenal,Software Development Engineer (Sde),1100000,2,Bangalore,Full Time,SDE,INR,13200.0
4.3,Grab,Software Development Engineer,1100000,2,Bangalore,Full Time,SDE,INR,13200.0
3.9,Philips,Software Development Engineer I,1100000,2,Bangalore,Full Time,SDE,INR,13200.0
