work_year,experience_level,employment_type,job_title,SalaryLocal,salary_currency,salary_in_usd,employee_residence,work_setting,company_location,company_size,job_category
2024,executive,full-time,Business Intelligence,230000,USD,230000,United States,in-person,United States,Medium,BI and Visualization
2024,executive,full-time,Business Intelligence,176900,USD,176900,United States,in-person,United States,Medium,BI and Visualization
2024,senior,full-time,Data Architect,171210,USD,171210,Canada,in-person,Canada,Medium,Data Architecture and Modeling
2024,senior,full-time,Data Architect,92190,USD,92190,Canada,in-person,Canada,Medium,Data Architecture and Modeling
2024,mid-level,full-time,Data Science,46203,GBP,57753,United Kingdom,in-person,United Kingdom,Medium,Data Science and Research
2024,senior,full-time,Data Engineer,148000,USD,148000,United States,in-person,United States,Medium,Data Engineering
2024,senior,full-time,Research Scientist,234000,USD,234000,United States,in-person,United States,Medium,Data Science and Research
2024,senior,full-time,Research Scientist,146000,USD,146000,United States,in-person,United States,Medium,Data Science and Research
2024,entry-level,full-time,Business Intelligence Analyst,192300,USD,192300,United States,in-person,United States,Medium,BI and Visualization
2024,entry-level,full-time,Business Intelligence Analyst,120200,USD,120200,United States,in-person,United States,Medium,BI and Visualization
2024,entry-level,full-time,Analytics Engineer,132500,USD,132500,United States,in-person,United States,Medium,Leadership and Management
2024,entry-level,full-time,Analytics Engineer,111500,USD,111500,United States,in-person,United States,Medium,Leadership and Management
2024,entry-level,full-time,Data Engineer,234000,USD,234000,United States,in-person,United States,Medium,Data Engineering
2024,entry-level,full-time,Data Engineer,146000,USD,146000,United States,in-person,United States,Medium,Data Engineering
2024,senior,full-time,Data Scientist,168000,USD,168000,United States,in-person,United States,Medium,Data Science and Research
2024,mid-level,full-time,Data Scientist,152000,USD,152000,Canada,in-person,Canada,Medium,Data Science and Research
2024,mid-level,full-time,Data Scientist,98000,USD,98000,Canada,in-person,Canada,Medium,Data Science and Research
2024,senior,full-time,Research Engineer,138000,USD,138000,United States,in-person,United States,Medium,Data Science and Research
2024,senior,full-time,Research Engineer,86000,USD,86000,United States,in-person,United States,Medium,Data Science and Research
2024,senior,full-time,Data Science,130300,USD,130300,United States,in-person,United States,Medium,Data Science and Research
2024,senior,full-time,Bi Developer,60000,GBP,75000,United Kingdom,in-person,United Kingdom,Medium,BI and Visualization
2024,senior,full-time,Data Analyst,115000,USD,115000,United States,in-person,United States,Medium,Data Analysis
2024,senior,full-time,Data Analyst,105000,USD,105000,United States,in-person,United States,Medium,Data Analysis
2024,senior,full-time,Data Scientist,80000,GBP,100000,United Kingdom,in-person,United Kingdom,Medium,Data Science and Research
2024,senior,full-time,Data Scientist,70000,GBP,87500,United Kingdom,in-person,United Kingdom,Medium,Data Science and Research
2024,senior,full-time,Business Intelligence Engineer,156476,USD,156476,United States,remote,United States,Medium,BI and Visualization
2024,senior,full-time,Business Intelligence Engineer,104981,USD,104981,United States,remote,United States,Medium,BI and Visualization
2024,mid-level,full-time,Data Engineer,146000,USD,146000,United States,remote,United States,Medium,Data Engineering
2024,mid-level,full-time,Data Engineer,110000,USD,110000,United States,remote,United States,Medium,Data Engineering
2024,senior,full-time,Data Scientist,138000,USD,138000,United States,in-person,United States,Medium,Data Science and Research
2024,senior,full-time,Data Quality Engineer,190000,USD,190000,United States,in-person,United States,Medium,Data Quality and Operations
2024,mid-level,full-time,Machine Learning Engineer,160480,USD,160480,United States,in-person,United States,Medium,Machine Learning and AI
2024,mid-level,full-time,Machine Learning Engineer,109920,USD,109920,United States,in-person,United States,Medium,Machine Learning and AI
2024,senior,full-time,Data Engineer,224000,USD,224000,United States,in-person,United States,Medium,Data Engineering
2024,senior,full-time,Data Engineer,150000,USD,150000,United States,in-person,United States,Medium,Data Engineering
2024,entry-level,full-time,Data Analyst,84000,USD,84000,United States,in-person,United States,Medium,Data Analysis
2024,entry-level,full-time,Data Analyst,75800,USD,75800,United States,in-person,United States,Medium,Data Analysis
2024,mid-level,full-time,Cloud Database Engineer,146125,USD,146125,United States,remote,United States,Medium,Cloud and Database
2024,mid-level,full-time,Cloud Database Engineer,82000,USD,82000,United States,remote,United States,Medium,Cloud and Database
2024,mid-level,full-time,Business Intelligence,207600,USD,207600,United States,in-person,United States,Medium,BI and Visualization
2024,mid-level,full-time,Business Intelligence,138400,USD,138400,United States,in-person,United States,Medium,BI and Visualization
2024,entry-level,full-time,Data Analyst,94600,USD,94600,United States,in-person,United States,Medium,Data Analysis
2024,entry-level,full-time,Data Analyst,75700,USD,75700,United States,in-person,United States,Medium,Data Analysis
2024,senior,full-time,Data Science,244868,USD,244868,United States,in-person,United States,Medium,Data Science and Research
2024,senior,full-time,Data Scientist,190000,USD,190000,United States,remote,United States,Medium,Data Science and Research
2024,senior,full-time,Data Scientist,155000,USD,155000,United States,remote,United States,Medium,Data Science and Research
2024,mid-level,full-time,Data Engineer,168000,USD,168000,United States,in-person,United States,Medium,Data Engineering
2024,mid-level,full-time,Data Engineer,158000,USD,158000,United States,in-person,United States,Medium,Data Engineering
2024,executive,full-time,Head Of Data,243000,USD,243000,United States,in-person,United States,Medium,Leadership and Management
2024,executive,full-time,Head Of Data,163000,USD,163000,United States,in-person,United States,Medium,Leadership and Management
2024,senior,full-time,Data Scientist,190000,USD,190000,United States,remote,United States,Medium,Data Science and Research
2024,senior,full-time,Data Scientist,155000,USD,155000,United States,remote,United States,Medium,Data Science and Research
2024,senior,full-time,Data Scientist,170000,USD,170000,United States,remote,United States,Medium,Data Science and Research
2024,senior,full-time,Machine Learning Engineer,112800,EUR,125333,Lithuania,in-person,Lithuania,Medium,Machine Learning and AI
2024,senior,full-time,Machine Learning Engineer,73200,EUR,81333,Lithuania,in-person,Lithuania,Medium,Machine Learning and AI
2024,senior,full-time,Business Intelligence,192500,USD,192500,United States,in-person,United States,Medium,BI and Visualization
2024,senior,full-time,Business Intelligence,134900,USD,134900,United States,in-person,United States,Medium,BI and Visualization
2024,senior,full-time,Data Scientist,227000,USD,227000,United States,in-person,United States,Medium,Data Science and Research
2024,senior,full-time,Data Scientist,192780,USD,192780,United States,in-person,United States,Medium,Data Science and Research
2024,mid-level,full-time,Bi Analyst,85000,USD,85000,United States,remote,United States,Medium,BI and Visualization
2024,mid-level,full-time,Bi Analyst,70000,USD,70000,United States,remote,United States,Medium,BI and Visualization
2024,senior,full-time,Analytics Engineer,180000,USD,180000,United States,in-person,United States,Medium,Leadership and Management
2024,senior,full-time,Analytics Engineer,112000,USD,112000,United States,in-person,United States,Medium,Leadership and Management
2024,senior,full-time,Data Engineer,130000,USD,130000,United States,in-person,United States,Medium,Data Engineering
2024,senior,full-time,Data Engineer,100000,USD,100000,United States,in-person,United States,Medium,Data Engineering
2024,senior,full-time,Data Engineer,140000,USD,140000,United States,remote,United States,Medium,Data Engineering
2024,senior,full-time,Data Engineer,100000,USD,100000,United States,remote,United States,Medium,Data Engineering
2024,mid-level,full-time,Data Scientist,175000,USD,175000,United States,remote,United States,Medium,Data Science and Research
2024,mid-level,full-time,Data Scientist,135000,USD,135000,United States,remote,United States,Medium,Data Science and Research
2024,mid-level,full-time,Data Manager,110000,USD,110000,United States,in-person,United States,Medium,Leadership and Management
2024,mid-level,full-time,Data Manager,70000,USD,70000,United States,in-person,United States,Medium,Leadership and Management
2024,senior,full-time,Computational Biologist,236000,USD,236000,United States,in-person,United States,Medium,Data Science and Research
2024,senior,full-time,Computational Biologist,174000,USD,174000,United States,in-person,United States,Medium,Data Science and Research
2024,senior,full-time,Computational Biologist,242000,CAD,186153,Canada,in-person,Canada,Medium,Data Science and Research
2024,senior,full-time,Computational Biologist,215000,CAD,165384,Canada,in-person,Canada,Medium,Data Science and Research
2024,senior,full-time,Data Architect,139800,USD,139800,United States,in-person,United States,Medium,Data Architecture and Modeling
2024,senior,full-time,Research Scientist,180000,USD,180000,United States,in-person,United States,Medium,Data Science and Research
2024,senior,full-time,Analytics Engineer,170000,USD,170000,United States,remote,United States,Medium,Leadership and Management
2024,senior,full-time,Analytics Engineer,130000,USD,130000,United States,remote,United States,Medium,Leadership and Management
2024,mid-level,full-time,Data Integration Specialist,75000,GBP,93750,United Kingdom,remote,United Kingdom,Medium,Data Management and Strategy
2024,mid-level,full-time,Data Integration Specialist,55000,GBP,68750,United Kingdom,remote,United Kingdom,Medium,Data Management and Strategy
2024,senior,full-time,Machine Learning Engineer,184800,USD,184800,Canada,remote,Canada,Medium,Machine Learning and AI
2024,senior,full-time,Machine Learning Engineer,123200,USD,123200,Canada,remote,Canada,Medium,Machine Learning and AI
2024,senior,full-time,Data Engineer,115000,USD,115000,United States,remote,United States,Medium,Data Engineering
2024,senior,full-time,Data Engineer,105000,USD,105000,United States,remote,United States,Medium,Data Engineering
2024,mid-level,full-time,Data Science Manager,110000,USD,110000,United States,in-person,United States,Medium,Data Science and Research
2024,mid-level,full-time,Data Science Manager,70000,USD,70000,United States,in-person,United States,Medium,Data Science and Research
2024,entry-level,full-time,Machine Learning Engineer,157900,USD,157900,Canada,remote,Canada,Medium,Machine Learning and AI
2024,entry-level,full-time,Machine Learning Engineer,105300,USD,105300,Canada,remote,Canada,Medium,Machine Learning and AI
2024,mid-level,full-time,Data Scientist,252000,USD,252000,United States,in-person,United States,Medium,Data Science and Research
2024,mid-level,full-time,Data Scientist,168000,USD,168000,United States,in-person,United States,Medium,Data Science and Research
2024,executive,full-time,Ai Engineer,225000,USD,225000,United States,in-person,United States,Medium,Machine Learning and AI
2024,executive,full-time,Ai Engineer,150000,USD,150000,United States,in-person,United States,Medium,Machine Learning and AI
2024,mid-level,full-time,Data Engineer,150000,USD,150000,United States,remote,United States,Medium,Data Engineering
2024,mid-level,full-time,Data Engineer,90000,USD,90000,United States,remote,United States,Medium,Data Engineering
2024,mid-level,full-time,Data Analyst,150000,USD,150000,United States,in-person,United States,Medium,Data Analysis
2024,mid-level,full-time,Data Analyst,117000,USD,117000,United States,in-person,United States,Medium,Data Analysis
2024,mid-level,full-time,Data Scientist,70000,GBP,87500,United Kingdom,in-person,United Kingdom,Medium,Data Science and Research
2024,mid-level,full-time,Data Scientist,50000,GBP,62500,United Kingdom,in-person,United Kingdom,Medium,Data Science and Research
2024,mid-level,full-time,Data Analyst,150000,USD,150000,United States,remote,United States,Medium,Data Analysis
2024,mid-level,full-time,Data Analyst,120000,USD,120000,United States,remote,United States,Medium,Data Analysis
2024,mid-level,full-time,Data Engineer,148000,USD,148000,United States,in-person,United States,Medium,Data Engineering
2024,mid-level,full-time,Data Engineer,106500,USD,106500,United States,in-person,United States,Medium,Data Engineering
2024,senior,full-time,Applied Scientist,209000,USD,209000,Poland,remote,Poland,Medium,Data Science and Research
2024,senior,full-time,Applied Scientist,155000,USD,155000,Poland,remote,Poland,Medium,Data Science and Research
2024,senior,full-time,Ai Engineer,210000,USD,210000,United States,in-person,United States,Medium,Machine Learning and AI
2024,senior,full-time,Ai Engineer,180000,USD,180000,United States,in-person,United States,Medium,Machine Learning and AI
2024,senior,full-time,Data Scientist,170000,USD,170000,United States,in-person,United States,Medium,Data Science and Research
2024,senior,full-time,Data Scientist,130000,USD,130000,United States,in-person,United States,Medium,Data Science and Research
2024,senior,full-time,Data Scientist,70000,GBP,87500,United Kingdom,in-person,United Kingdom,Medium,Data Science and Research
2024,senior,full-time,Data Scientist,50000,GBP,62500,United Kingdom,in-person,United Kingdom,Medium,Data Science and Research
2024,senior,full-time,Data Engineer,220000,USD,220000,Canada,in-person,Canada,Medium,Data Engineering
2024,senior,full-time,Data Engineer,180000,USD,180000,Canada,in-person,Canada,Medium,Data Engineering
2024,senior,full-time,Machine Learning Engineer,159300,USD,159300,United States,in-person,United States,Medium,Machine Learning and AI
2024,senior,full-time,Data Analyst,145000,USD,145000,United States,in-person,United States,Medium,Data Analysis
2024,senior,full-time,Data Analyst,110000,USD,110000,United States,in-person,United States,Medium,Data Analysis
2024,entry-level,full-time,Data Science,51550,EUR,57277,France,hybrid,France,Medium,Data Science and Research
2024,senior,full-time,Bi Data Analyst,60000,EUR,66666,Germany,hybrid,Germany,Small,Data Analysis
2024,mid-level,full-time,Analytics Engineer,126000,USD,126000,United States,in-person,United States,Medium,Leadership and Management
2024,mid-level,full-time,Analytics Engineer,78000,USD,78000,United States,in-person,United States,Medium,Leadership and Management
2024,senior,full-time,Research Scientist,240000,USD,240000,United States,in-person,United States,Medium,Data Science and Research
2024,senior,full-time,Machine Learning Engineer,210000,USD,210000,United States,in-person,United States,Medium,Machine Learning and AI
2024,senior,full-time,Machine Learning Engineer,178500,USD,178500,United States,in-person,United States,Medium,Machine Learning and AI
2024,senior,full-time,Ai Research Scientist,150000,USD,150000,Saudi Arabia,hybrid,Saudi Arabia,Medium,Data Science and Research
2024,executive,full-time,Machine Learning Engineer,232000,USD,232000,United States,in-person,United States,Medium,Machine Learning and AI
2024,senior,full-time,Research Scientist,234000,USD,234000,United States,in-person,United States,Medium,Data Science and Research
2024,senior,full-time,Research Scientist,146000,USD,146000,United States,in-person,United States,Medium,Data Science and Research
2024,mid-level,full-time,Data Engineer,172400,USD,172400,United States,in-person,United States,Medium,Data Engineering
2024,mid-level,full-time,Data Engineer,109000,USD,109000,United States,in-person,United States,Medium,Data Engineering
2024,entry-level,full-time,Data Analyst,88800,USD,88800,United States,in-person,United States,Medium,Data Analysis
2024,entry-level,full-time,Data Analyst,64600,USD,64600,United States,in-person,United States,Medium,Data Analysis
2024,mid-level,full-time,Mlops Engineer,156200,USD,156200,Canada,in-person,Canada,Medium,Machine Learning and AI
2024,mid-level,full-time,Mlops Engineer,106500,USD,106500,Canada,in-person,Canada,Medium,Machine Learning and AI
2024,senior,full-time,Data Scientist,185900,USD,185900,United States,in-person,United States,Medium,Data Science and Research
2024,senior,full-time,Data Scientist,109400,USD,109400,United States,in-person,United States,Medium,Data Science and Research
2024,entry-level,full-time,Research Analyst,106000,USD,106000,United States,in-person,United States,Medium,Data Science and Research
2024,entry-level,full-time,Research Analyst,66000,USD,66000,United States,in-person,United States,Medium,Data Science and Research
2024,senior,full-time,Machine Learning Engineer,234300,USD,234300,United States,in-person,United States,Medium,Machine Learning and AI
2024,senior,full-time,Machine Learning Engineer,96900,USD,96900,United States,in-person,United States,Medium,Machine Learning and AI
2024,entry-level,full-time,Data Analyst,157600,USD,157600,United States,in-person,United States,Medium,Data Analysis
2024,entry-level,full-time,Data Analyst,96800,USD,96800,United States,in-person,United States,Medium,Data Analysis
2024,senior,full-time,Research Engineer,180000,USD,180000,United States,in-person,United States,Medium,Data Science and Research
2024,entry-level,full-time,Data Analyst,70000,USD,70000,United States,in-person,United States,Medium,Data Analysis
2024,senior,full-time,Research Analyst,94600,USD,94600,United States,in-person,United States,Medium,Data Science and Research
2024,senior,full-time,Research Analyst,77400,USD,77400,United States,in-person,United States,Medium,Data Science and Research
2024,entry-level,full-time,Data Analyst,192500,USD,192500,United States,in-person,United States,Medium,Data Analysis
2024,entry-level,full-time,Data Analyst,140000,USD,140000,United States,in-person,United States,Medium,Data Analysis
2024,mid-level,full-time,Data Scientist,154500,USD,154500,United States,in-person,United States,Medium,Data Science and Research
2024,mid-level,full-time,Data Scientist,75705,USD,75705,United States,in-person,United States,Medium,Data Science and Research
2024,entry-level,full-time,Business Intelligence Analyst,95000,USD,95000,United States,in-person,United States,Medium,BI and Visualization
2024,entry-level,full-time,Business Intelligence Analyst,85000,USD,85000,United States,in-person,United States,Medium,BI and Visualization
2024,mid-level,full-time,Business Intelligence Manager,164700,USD,164700,United States,in-person,United States,Medium,BI and Visualization
2024,mid-level,full-time,Business Intelligence Manager,117500,USD,117500,United States,in-person,United States,Medium,BI and Visualization
2024,entry-level,full-time,Data Analyst,80000,USD,80000,United States,in-person,United States,Medium,Data Analysis
2024,senior,full-time,Data Analyst,117000,USD,117000,United States,in-person,United States,Medium,Data Analysis
2024,senior,full-time,Data Analyst,115765,USD,115765,United States,in-person,United States,Medium,Data Analysis
2024,senior,full-time,Data Analyst,140000,USD,140000,Canada,in-person,Canada,Medium,Data Analysis
2024,senior,full-time,Data Analyst,107000,USD,107000,Canada,in-person,Canada,Medium,Data Analysis
2024,senior,full-time,Machine Learning Engineer,178250,USD,178250,United States,remote,United States,Medium,Machine Learning and AI
2024,senior,full-time,Machine Learning Engineer,105500,USD,105500,United States,remote,United States,Medium,Machine Learning and AI
2024,senior,full-time,Data Developer,50000,GBP,62500,United Kingdom,in-person,United Kingdom,Medium,Leadership and Management
2024,senior,full-time,Data Developer,50000,GBP,62500,United Kingdom,in-person,United Kingdom,Medium,Leadership and Management
2024,senior,full-time,Prompt Engineer,197011,USD,197011,United States,remote,United States,Medium,Machine Learning and AI
2024,senior,full-time,Prompt Engineer,115889,USD,115889,United States,remote,United States,Medium,Machine Learning and AI
2024,mid-level,full-time,Research Scientist,138000,USD,138000,United States,in-person,United States,Medium,Data Science and Research
2024,mid-level,full-time,Research Scientist,86000,USD,86000,United States,in-person,United States,Medium,Data Science and Research
2024,senior,full-time,Data Engineer,259700,USD,259700,United States,remote,United States,Medium,Data Engineering
2024,senior,full-time,Data Engineer,185500,USD,185500,United States,remote,United States,Medium,Data Engineering
2024,entry-level,full-time,Data Analyst,80000,USD,80000,United States,remote,United States,Medium,Data Analysis
2024,entry-level,full-time,Data Analyst,80000,USD,80000,United States,remote,United States,Medium,Data Analysis
2024,executive,full-time,Data Analyst,175000,USD,175000,United States,in-person,United States,Medium,Data Analysis
2024,executive,full-time,Data Analyst,68000,USD,68000,United States,in-person,United States,Medium,Data Analysis
2024,mid-level,full-time,Data Science,243500,USD,243500,United States,in-person,United States,Medium,Data Science and Research
2024,mid-level,full-time,Data Science,201400,USD,201400,United States,in-person,United States,Medium,Data Science and Research
2024,mid-level,full-time,Data Analyst,110000,USD,110000,United States,in-person,United States,Medium,Data Analysis
2024,mid-level,full-time,Data Analyst,90000,USD,90000,United States,in-person,United States,Medium,Data Analysis
2024,senior,full-time,Research Scientist,123765,USD,123765,United States,remote,United States,Medium,Data Science and Research
2024,senior,full-time,Research Scientist,85469,USD,85469,United States,remote,United States,Medium,Data Science and Research
2024,mid-level,full-time,Data Analyst,85000,USD,85000,United States,remote,United States,Medium,Data Analysis
2024,mid-level,full-time,Data Analyst,61800,USD,61800,United States,remote,United States,Medium,Data Analysis
2024,mid-level,full-time,Data Engineer,242100,USD,242100,United States,in-person,United States,Medium,Data Engineering
2024,mid-level,full-time,Data Engineer,116200,USD,116200,United States,in-person,United States,Medium,Data Engineering
2024,mid-level,full-time,Data Manager,128000,USD,128000,United States,in-person,United States,Medium,Leadership and Management
2024,mid-level,full-time,Data Manager,81500,USD,81500,United States,in-person,United States,Medium,Leadership and Management
2024,senior,full-time,Machine Learning Engineer,250000,USD,250000,United States,in-person,United States,Medium,Machine Learning and AI
2024,senior,full-time,Machine Learning Engineer,212500,USD,212500,United States,in-person,United States,Medium,Machine Learning and AI
2024,senior,full-time,Data Scientist,90000,EUR,100000,France,remote,France,Medium,Data Science and Research
2024,mid-level,full-time,Data Specialist,69000,USD,69000,United States,in-person,United States,Medium,Data Management and Strategy
2024,mid-level,full-time,Data Analyst,77280,USD,77280,United States,in-person,United States,Medium,Data Analysis
2024,mid-level,full-time,Data Analyst,58000,USD,58000,United States,in-person,United States,Medium,Data Analysis
2024,entry-level,full-time,Business Intelligence,166000,USD,166000,United States,remote,United States,Medium,BI and Visualization
2024,entry-level,full-time,Business Intelligence,119000,USD,119000,United States,remote,United States,Medium,BI and Visualization
2024,senior,full-time,Machine Learning Engineer,192000,USD,192000,United States,in-person,United States,Medium,Machine Learning and AI
2024,senior,full-time,Machine Learning Engineer,164000,USD,164000,United States,in-person,United States,Medium,Machine Learning and AI
2024,mid-level,full-time,Research Scientist,218213,USD,218213,United States,in-person,United States,Medium,Data Science and Research
2024,mid-level,full-time,Research Scientist,151800,USD,151800,United States,in-person,United States,Medium,Data Science and Research
2024,senior,full-time,Data Architect,149750,USD,149750,United States,remote,United States,Medium,Data Architecture and Modeling
2024,senior,full-time,Data Architect,84500,USD,84500,United States,remote,United States,Medium,Data Architecture and Modeling
2024,senior,full-time,Data Scientist,130000,USD,130000,United States,in-person,United States,Medium,Data Science and Research
2024,senior,full-time,Data Scientist,120000,USD,120000,United States,in-person,United States,Medium,Data Science and Research
2024,mid-level,full-time,Data Integration Engineer,100000,USD,100000,United States,in-person,United States,Medium,Data Engineering
2024,mid-level,full-time,Data Integration Engineer,70000,USD,70000,United States,in-person,United States,Medium,Data Engineering
2024,mid-level,full-time,Data Engineer,200000,USD,200000,United States,in-person,United States,Medium,Data Engineering
2024,mid-level,full-time,Data Engineer,150000,USD,150000,United States,in-person,United States,Medium,Data Engineering
2024,senior,full-time,Data Scientist,253430,USD,253430,United States,in-person,United States,Medium,Data Science and Research
2024,senior,full-time,Data Scientist,200740,USD,200740,United States,in-person,United States,Medium,Data Science and Research
2024,senior,full-time,Data Scientist,234900,USD,234900,United States,in-person,United States,Medium,Data Science and Research
2024,senior,full-time,Data Scientist,97300,USD,97300,United States,in-person,United States,Medium,Data Science and Research
2024,senior,full-time,Machine Learning Engineer,206000,USD,206000,United States,remote,United States,Medium,Machine Learning and AI
2024,senior,full-time,Machine Learning Engineer,165000,USD,165000,United States,remote,United States,Medium,Machine Learning and AI
2024,entry-level,full-time,Data Analyst,70000,USD,70000,United States,remote,United States,Medium,Data Analysis
2024,entry-level,full-time,Data Analyst,60000,USD,60000,United States,remote,United States,Medium,Data Analysis
2024,mid-level,full-time,Data Science Manager,258000,USD,258000,United States,in-person,United States,Medium,Data Science and Research
2024,senior,full-time,Data Engineer,190000,USD,190000,United States,in-person,United States,Medium,Data Engineering
2024,senior,full-time,Data Engineer,170000,USD,170000,United States,in-person,United States,Medium,Data Engineering
2024,senior,full-time,Data Engineer,100000,EUR,111111,Poland,remote,Poland,Medium,Data Engineering
2024,senior,full-time,Data Engineer,60000,EUR,66666,Poland,remote,Poland,Medium,Data Engineering
2024,senior,full-time,Data Scientist,180000,USD,180000,United States,in-person,United States,Medium,Data Science and Research
2024,senior,full-time,Data Scientist,162000,USD,162000,United States,in-person,United States,Medium,Data Science and Research
2024,executive,full-time,Business Intelligence,230000,USD,230000,Canada,in-person,Canada,Medium,BI and Visualization
2024,executive,full-time,Business Intelligence,155000,USD,155000,Canada,in-person,Canada,Medium,BI and Visualization
2024,entry-level,full-time,Data Science Analyst,70000,USD,70000,United States,in-person,United States,Medium,Data Science and Research
2024,entry-level,full-time,Data Science Analyst,64000,USD,64000,United States,in-person,United States,Medium,Data Science and Research
2024,senior,full-time,Data Analyst,165000,USD,165000,United States,remote,United States,Medium,Data Analysis
2024,senior,full-time,Data Scientist,180000,USD,180000,United States,in-person,United States,Medium,Data Science and Research
2024,senior,full-time,Data Scientist,162000,USD,162000,United States,in-person,United States,Medium,Data Science and Research
2024,senior,full-time,Data Analytics Associate,91000,USD,91000,United States,hybrid,United States,Large,Data Analysis
2024,entry-level,full-time,Research Analyst,219000,USD,219000,United States,in-person,United States,Medium,Data Science and Research
2024,entry-level,full-time,Research Analyst,123000,USD,123000,United States,in-person,United States,Medium,Data Science and Research
2024,mid-level,full-time,Data Scientist,212000,USD,212000,United States,in-person,United States,Medium,Data Science and Research
2024,mid-level,full-time,Data Scientist,93300,USD,93300,United States,in-person,United States,Medium,Data Science and Research
2024,entry-level,full-time,Bi Analyst,157600,USD,157600,United States,in-person,United States,Medium,BI and Visualization
2024,entry-level,full-time,Bi Analyst,96800,USD,96800,United States,in-person,United States,Medium,BI and Visualization
2024,entry-level,full-time,Data Analyst,137100,USD,137100,United States,in-person,United States,Medium,Data Analysis
2024,entry-level,full-time,Data Analyst,109700,USD,109700,United States,in-person,United States,Medium,Data Analysis
2024,mid-level,full-time,Data Manager,83300,USD,83300,United States,in-person,United States,Medium,Leadership and Management
2024,senior,full-time,Data Engineer,160000,USD,160000,United States,in-person,United States,Medium,Data Engineering
2024,senior,full-time,Data Architect,242100,USD,242100,United States,in-person,United States,Medium,Data Architecture and Modeling
2024,senior,full-time,Data Architect,116200,USD,116200,United States,in-person,United States,Medium,Data Architecture and Modeling
2024,mid-level,full-time,Cloud Database Engineer,189000,USD,189000,United States,in-person,United States,Medium,Cloud and Database
2024,mid-level,full-time,Cloud Database Engineer,106000,USD,106000,United States,in-person,United States,Medium,Cloud and Database
2024,entry-level,full-time,Research Engineer,101200,USD,101200,United States,in-person,United States,Medium,Data Science and Research
2024,entry-level,full-time,Research Engineer,57700,USD,57700,United States,in-person,United States,Medium,Data Science and Research
2024,senior,full-time,Data Engineer,160000,USD,160000,United States,in-person,United States,Medium,Data Engineering
2024,senior,full-time,Data Engineer,77400,USD,77400,United States,in-person,United States,Medium,Data Engineering
2024,senior,full-time,Machine Learning Engineer,153000,USD,153000,United States,in-person,United States,Medium,Machine Learning and AI
2024,entry-level,full-time,Data Reporting Analyst,90300,USD,90300,United States,in-person,United States,Medium,Data Analysis
2024,entry-level,full-time,Data Engineer,146000,USD,146000,United States,in-person,United States,Medium,Data Engineering
2024,entry-level,full-time,Data Engineer,98000,USD,98000,United States,in-person,United States,Medium,Data Engineering
2024,mid-level,full-time,Data Specialist,105000,USD,105000,Australia,in-person,Australia,Medium,Data Management and Strategy
2024,mid-level,full-time,Data Specialist,80000,USD,80000,Australia,in-person,Australia,Medium,Data Management and Strategy
2024,senior,full-time,Data Engineer,200000,USD,200000,United States,in-person,United States,Medium,Data Engineering
2024,executive,full-time,Data Analyst,125000,USD,125000,United States,in-person,United States,Medium,Data Analysis
2024,executive,full-time,Data Analyst,100000,USD,100000,United States,in-person,United States,Medium,Data Analysis
2024,senior,full-time,Data Engineer,165000,USD,165000,United States,in-person,United States,Medium,Data Engineering
2024,senior,full-time,Data Engineer,100000,USD,100000,United States,in-person,United States,Medium,Data Engineering
2024,mid-level,full-time,Data Engineer,115000,USD,115000,United States,remote,United States,Medium,Data Engineering
2024,mid-level,full-time,Data Engineer,75000,USD,75000,United States,remote,United States,Medium,Data Engineering
2024,senior,full-time,Research Scientist,96643,USD,96643,Canada,in-person,Canada,Medium,Data Science and Research
2024,mid-level,full-time,Business Intelligence Analyst,181280,USD,181280,United States,in-person,United States,Medium,BI and Visualization
2024,mid-level,full-time,Business Intelligence Analyst,164800,USD,164800,United States,in-person,United States,Medium,BI and Visualization
2024,mid-level,full-time,Data Analyst,107500,USD,107500,United States,in-person,United States,Medium,Data Analysis
2024,mid-level,full-time,Data Analyst,96750,USD,96750,United States,in-person,United States,Medium,Data Analysis
2024,senior,full-time,Data Scientist,96750,USD,96750,United States,in-person,United States,Medium,Data Science and Research
2024,senior,full-time,Data Scientist,69600,USD,69600,United States,in-person,United States,Medium,Data Science and Research
2024,mid-level,full-time,Data Scientist,150000,USD,150000,United States,remote,United States,Medium,Data Science and Research
2024,mid-level,full-time,Data Scientist,127500,USD,127500,United States,remote,United States,Medium,Data Science and Research
2024,executive,full-time,Data Engineer,225000,USD,225000,United States,in-person,United States,Medium,Data Engineering
2024,executive,full-time,Data Engineer,190000,USD,190000,United States,in-person,United States,Medium,Data Engineering
2024,senior,full-time,Data Scientist,245000,USD,245000,United States,in-person,United States,Medium,Data Science and Research
2024,senior,full-time,Data Scientist,180000,USD,180000,United States,in-person,United States,Medium,Data Science and Research
2024,senior,full-time,Data Architect,175000,USD,175000,United States,in-person,United States,Medium,Data Architecture and Modeling
2024,senior,full-time,Data Architect,117000,USD,117000,United States,in-person,United States,Medium,Data Architecture and Modeling
2024,senior,full-time,Data Scientist,190000,USD,190000,United States,remote,United States,Medium,Data Science and Research
2024,senior,full-time,Data Scientist,136000,USD,136000,United States,remote,United States,Medium,Data Science and Research
2024,senior,full-time,Research Scientist,245400,USD,245400,United States,in-person,United States,Medium,Data Science and Research
2024,senior,full-time,Research Scientist,139000,USD,139000,United States,in-person,United States,Medium,Data Science and Research
